Date,Open,High,Low,Close,Volume,OpenInt
2007-02-16,34.368,34.393,34.139,34.393,211023,0
2007-02-20,34.393,34.476,34.112,34.468,235416,0
2007-02-21,34.325,34.579,34.147,34.579,263438,0
2007-02-22,34.87,35.031,34.537,34.666,238773,0
2007-02-23,34.69,34.707,34.104,34.283,291197,0
2007-02-26,34.494,34.494,34.031,34.198,276442,0
2007-02-27,33.273,33.273,31.35,31.838,1763700,0
2007-02-28,31.845,32.431,31.668,32.202,712921,0
2007-03-01,30.137,31.941,29.185,31.769,588903,0
2007-03-02,31.66,31.941,31.267,31.285,331776,0
2007-03-05,30.265,31.054,29.806,30.426,552216,0
2007-03-06,31.044,31.879,30.85,31.76,297320,0
2007-03-07,31.75,31.855,31.464,31.513,229789,0
2007-03-08,32.361,32.515,31.693,32.252,252754,0
2007-03-09,32.473,32.54,32.083,32.403,184693,0
2007-03-12,32.353,32.856,32.346,32.752,143045,0
2007-03-13,32.447,32.584,31.522,31.599,367110,0
2007-03-14,31.35,31.956,30.978,31.956,377517,0
2007-03-15,32.032,32.322,31.915,32.175,225296,0
2007-03-16,32.057,32.277,31.717,31.717,131425,0
2007-03-19,32.431,32.669,32.184,32.557,150714,0
2007-03-20,32.576,32.848,32.497,32.84,146037,0
2007-03-21,32.958,33.935,32.863,33.79,243393,0
2007-03-22,34.047,34.047,33.579,33.639,108305,0
2007-03-23,33.91,33.91,33.535,33.715,120920,0
2007-03-26,33.91,33.91,33.221,33.74,130213,0
2007-03-27,33.535,33.57,33.263,33.34,144517,0
2007-03-28,33.169,33.273,32.822,32.976,134284,0
2007-03-29,33.875,33.875,33.306,33.758,201551,0
2007-03-30,33.733,33.774,33.282,33.468,224501,0
2007-04-02,33.46,33.884,33.424,33.884,154266,0
2007-04-03,34.087,34.393,34.022,34.325,190862,0
2007-04-04,34.435,34.476,34.215,34.459,234356,0
2007-04-05,34.293,34.639,34.293,34.639,157824,0
2007-04-09,34.852,34.928,34.707,34.818,254931,0
2007-04-10,34.878,35.014,34.793,34.955,108732,0
2007-04-11,35.031,35.115,34.503,34.579,208618,0
2007-04-12,34.674,35.132,34.443,35.132,205185,0
2007-04-13,35.201,35.27,34.903,35.27,118989,0
2007-04-16,35.328,35.712,35.286,35.712,220578,0
2007-04-17,35.712,35.999,35.201,35.431,288561,0
2007-04-18,35.397,35.457,35.115,35.337,200899,0
2007-04-19,34.411,35.058,33.978,34.945,172222,0
2007-04-20,35.345,35.558,35.262,35.431,87912,0
2007-04-23,35.355,35.465,35.073,35.073,164641,0
2007-04-24,35.107,35.209,34.911,35.141,97615,0
2007-04-25,35.226,35.652,35.175,35.619,138248,0
2007-04-26,35.797,35.838,35.387,35.49,138600,0
2007-04-27,35.244,35.45,34.818,35.286,167564,0
2007-04-30,35.328,35.363,34.579,34.631,203530,0
2007-05-01,34.571,34.793,34.421,34.76,251517,0
2007-05-02,34.827,35.414,34.827,35.372,143948,0
2007-05-03,35.431,35.838,35.406,35.83,74825,0
2007-05-04,35.94,36.11,35.814,35.888,160203,0
2007-05-07,36.119,36.144,35.805,35.88,120698,0
2007-05-08,35.797,35.797,35.201,35.601,257356,0
2007-05-09,35.558,36.296,35.558,36.296,310684,0
2007-05-10,36.058,36.066,35.328,35.406,143052,0
2007-05-11,35.861,36.313,35.584,36.296,159966,0
2007-05-14,36.435,36.501,35.948,36.128,249025,0
2007-05-15,36.128,36.534,36.092,36.253,140950,0
2007-05-16,36.56,37.105,36.391,37.105,178943,0
2007-05-17,37.027,37.147,36.654,36.985,190347,0
2007-05-18,37.045,37.241,36.882,37.173,183118,0
2007-05-21,37.29,37.461,37.027,37.274,138543,0
2007-05-22,37.581,37.581,37.07,37.197,183613,0
2007-05-23,37.326,37.545,37.053,37.113,181571,0
2007-05-24,36.951,37.19,36.008,36.178,238805,0
2007-05-25,36.348,36.917,36.348,36.875,249596,0
2007-05-29,37.241,37.282,36.679,36.891,335407,0
2007-05-30,36.435,37.265,36.196,37.265,329592,0
2007-05-31,37.597,37.758,37.387,37.453,140979,0
2007-06-01,37.909,38.327,37.792,38.327,135986,0
2007-06-04,38.295,38.295,37.996,38.243,227925,0
2007-06-05,38.235,38.243,37.801,38.08,235670,0
2007-06-06,37.996,38.039,37.265,37.402,244199,0
2007-06-07,37.545,37.707,36.475,36.679,413045,0
2007-06-08,36.679,37.506,36.518,37.506,289024,0
2007-06-11,37.581,38.045,37.402,37.893,392807,0
2007-06-12,37.81,37.81,37.182,37.223,200262,0
2007-06-13,37.394,37.962,37.394,37.909,222368,0
2007-06-14,38.218,38.59,37.962,38.542,207719,0
2007-06-15,38.897,39.033,38.659,38.966,329017,0
2007-06-18,39.331,39.406,38.989,39.153,339861,0
2007-06-19,39.153,39.559,38.813,39.067,230225,0
2007-06-20,39.506,39.506,38.616,38.659,142158,0
2007-06-21,38.728,39.398,38.551,39.398,284308,0
2007-06-22,39.195,39.195,38.59,38.736,202078,0
2007-06-25,38.728,38.905,38.218,38.351,115960,0
2007-06-26,38.567,38.59,38.015,38.08,207356,0
2007-06-27,37.792,38.454,37.622,38.454,338015,0
2007-06-28,38.302,38.762,38.227,38.574,144087,0
2007-06-29,38.651,38.835,38.268,38.508,118765,0
2007-07-02,38.813,39.313,38.745,39.313,134405,0
2007-07-03,39.533,39.704,39.491,39.687,67977,0
2007-07-05,39.916,39.916,39.457,39.798,124742,0
2007-07-06,39.831,40.434,39.831,40.402,108534,0
2007-07-09,40.699,40.921,40.631,40.682,248018,0
2007-07-10,40.674,40.674,39.993,40.033,263966,0
2007-07-11,40.01,40.555,39.925,40.52,170995,0
2007-07-12,41.064,41.786,40.921,41.751,216709,0
2007-07-13,42.041,42.134,41.751,42.016,212200,0
2007-07-16,42.397,42.465,41.479,41.632,579723,0
2007-07-17,41.684,41.819,41.206,41.701,240072,0
2007-07-18,41.59,41.59,40.903,41.3,251289,0
2007-07-19,41.862,41.871,41.657,41.854,190753,0
2007-07-20,42.083,42.083,41.189,41.334,253330,0
2007-07-23,42.065,42.297,41.743,42.289,250061,0
2007-07-24,42.297,42.297,40.733,40.903,385934,0
2007-07-25,41.828,41.828,40.342,41.08,354362,0
2007-07-26,40.589,40.589,37.453,39.05,1410396,0
2007-07-27,38.634,39.491,38.378,38.736,607696,0
2007-07-30,39.067,39.907,38.941,39.747,308022,0
2007-07-31,40.417,40.58,39.304,39.304,320282,0
2007-08-01,38.405,39.058,38.054,38.685,457773,0
2007-08-02,39.245,39.245,38.728,39.108,152115,0
2007-08-03,39.398,39.398,37.572,37.606,293399,0
2007-08-06,37.622,38.174,36.9,38.141,434382,0
2007-08-07,38.182,38.559,37.572,38.277,332701,0
2007-08-08,38.754,39.729,38.634,39.363,269487,0
2007-08-09,38.709,39.024,37.775,37.927,371058,0
2007-08-10,36.688,37.615,36.092,37.37,671705,0
2007-08-13,39.007,39.007,37.444,37.479,383107,0
2007-08-14,38.071,38.071,36.491,36.542,376746,0
2007-08-15,35.846,36.483,34.878,34.972,685887,0
2007-08-16,33.331,34.266,32.184,34.054,1025332,0
2007-08-17,35.031,35.797,34.476,35.609,676492,0
2007-08-20,36.577,36.595,35.158,35.702,385587,0
2007-08-21,35.702,35.846,35.278,35.652,151312,0
2007-08-22,36.646,37.29,36.435,37.248,181372,0
2007-08-23,37.85,38.039,36.96,37.497,293885,0
2007-08-24,37.893,38.599,37.47,38.567,243233,0
2007-08-27,38.973,39.203,38.49,38.905,225190,0
2007-08-28,38.719,38.719,36.933,37.018,433418,0
2007-08-29,37.08,38.703,37.08,38.703,153217,0
2007-08-30,38.209,38.981,38.149,38.437,152845,0
2007-08-31,39.406,39.916,39.195,39.576,325621,0
2007-09-04,39.568,40.547,39.406,40.291,303550,0
2007-09-05,40.163,40.163,39.347,39.585,197174,0
2007-09-06,40.171,40.291,39.754,40.146,177011,0
2007-09-07,39.474,39.695,38.787,39.084,521113,0
2007-09-10,39.457,39.542,38.472,39.067,238969,0
2007-09-11,39.77,39.916,39.491,39.84,134458,0
2007-09-12,39.695,40.18,39.568,39.883,268564,0
2007-09-13,40.041,40.767,40.041,40.555,209970,0
2007-09-14,40.384,40.853,40.232,40.631,259892,0
2007-09-17,40.598,40.598,39.875,40.137,195350,0
2007-09-18,40.64,42.321,40.452,42.289,325177,0
2007-09-19,43.196,43.229,42.456,42.653,537503,0
2007-09-20,42.601,42.916,42.21,42.365,313692,0
2007-09-21,43.053,43.053,42.473,42.757,247153,0
2007-09-24,43.322,43.586,43.246,43.536,308188,0
2007-09-25,44.122,44.122,42.992,43.519,244622,0
2007-09-26,44.24,44.302,43.789,44.191,271410,0
2007-09-27,45.174,45.208,44.582,45.135,412859,0
2007-09-28,45.548,45.557,44.624,44.844,272489,0
2007-10-01,45.43,46.646,45.235,46.551,306998,0
2007-10-02,47.18,47.214,46.45,47.001,421888,0
2007-10-03,46.983,46.983,45.135,45.166,627182,0
2007-10-04,45.183,45.737,44.658,45.583,342049,0
2007-10-05,46.493,47.402,46.34,47.138,346380,0
2007-10-08,47.47,47.47,46.391,46.799,312222,0
2007-10-09,47.589,47.732,46.992,47.732,266021,0
2007-10-10,48.158,48.158,46.892,47.785,269486,0
2007-10-11,48.999,48.999,46.307,47.164,456742,0
2007-10-12,46.705,48.235,46.705,48.148,205615,0
2007-10-15,48.905,49.083,47.647,48.184,405488,0
2007-10-16,48.065,48.065,46.892,47.138,328776,0
2007-10-17,48.556,48.889,47.732,48.829,309026,0
2007-10-18,48.6,48.846,47.556,48.819,349493,0
2007-10-19,49.083,49.083,46.067,46.425,614515,0
2007-10-22,45.548,46.729,45.099,46.729,493912,0
2007-10-23,47.605,48.379,47.375,48.226,463760,0
2007-10-24,48.166,48.201,46.603,47.749,304755,0
2007-10-25,48.226,48.226,47.326,47.911,234167,0
2007-10-26,49.21,49.587,48.728,49.5,415592,0
2007-10-29,50.357,50.928,50.292,50.758,532525,0
2007-10-30,50.205,50.928,49.639,49.807,429063,0
2007-10-31,50.527,51.218,50.096,50.928,615502,0
2007-11-01,49.648,50.087,48.958,49.075,606229,0
2007-11-02,49.255,49.722,48.193,49.05,673168,0
2007-11-05,47.767,47.767,45.856,47.172,597527,0
2007-11-06,47.903,48.651,47.556,48.651,334405,0
2007-11-07,47.623,48.269,46.79,46.799,314386,0
2007-11-08,47.055,47.861,45.771,47.573,914476,0
2007-11-09,46.884,47.971,46.161,46.833,507419,0
2007-11-12,46.009,46.009,43.733,43.825,624126,0
2007-11-13,44.709,47.078,44.709,46.951,827354,0
2007-11-14,48.166,48.421,46.884,47.096,418019,0
2007-11-15,46.705,46.892,45.557,45.993,493807,0
2007-11-16,46.152,46.79,45.822,46.679,300183,0
2007-11-19,45.938,45.966,44.504,44.759,428768,0
2007-11-20,45.345,46.511,44.961,45.803,328469,0
2007-11-21,44.24,44.42,43.186,43.654,537304,0
2007-11-23,44.164,44.641,44.164,44.641,126037,0
2007-11-26,44.93,45.499,43.169,43.169,404548,0
2007-11-27,43.365,44.24,42.959,44.148,447277,0
2007-11-28,44.81,46.535,44.81,46.535,881368,0
2007-11-29,46.281,46.884,45.856,46.255,225071,0
2007-11-30,47.384,47.573,46.493,47.063,651912,0
2007-12-03,47.029,47.038,46.179,46.458,704145,0
2007-12-04,46.152,46.755,45.922,46.416,548015,0
2007-12-05,47.614,48.218,47.487,48.158,308439,0
2007-12-06,48.148,49.169,47.963,49.11,419305,0
2007-12-07,49.417,49.425,48.504,48.811,380072,0
2007-12-10,48.625,49.016,48.498,48.735,643767,0
2007-12-11,49.467,49.467,46.951,47.214,901554,0
2007-12-12,48.735,49.195,47.437,48.475,574799,0
2007-12-13,47.232,47.326,46.281,47.055,521649,0
2007-12-14,46.058,46.569,45.771,46.017,440590,0
2007-12-17,44.632,45.135,43.628,43.757,648323,0
2007-12-18,44.676,45.166,43.772,44.87,345697,0
2007-12-19,45.174,45.583,44.921,45.183,342027,0
2007-12-20,45.616,45.822,45.183,45.574,325732,0
2007-12-21,46.468,46.926,46.315,46.857,447921,0
2007-12-24,47.129,47.802,47.113,47.726,248894,0
2007-12-26,47.411,47.955,47.18,47.903,339980,0
2007-12-27,47.556,47.716,46.841,46.849,243561,0
2007-12-28,47.342,47.47,46.764,47.113,348735,0
2007-12-31,47.214,47.214,46.535,46.738,313164,0
2008-01-02,47.055,47.07,45.439,46.255,922304,0
2008-01-03,45.957,46.477,45.957,46.179,240225,0
2008-01-04,45.856,45.856,44.54,44.784,726450,0
2008-01-07,44.844,45.235,43.979,44.81,817942,0
2008-01-08,45.174,45.89,44.598,44.615,647401,0
2008-01-09,45.013,46.043,44.717,46.025,463813,0
2008-01-10,45.643,46.816,45.201,46.578,626513,0
2008-01-11,45.881,46.502,45.013,45.303,513821,0
2008-01-14,45.539,45.789,45.244,45.643,413924,0
2008-01-15,44.523,44.878,43.127,43.322,616733,0
2008-01-16,42.492,42.992,40.826,41.665,1398788,0
2008-01-17,42.473,42.774,40.461,40.648,1389137,0
2008-01-18,41.326,42.083,40.503,41.616,955718,0
2008-01-22,38.063,40.921,35.678,40.325,1618408,0
2008-01-23,38.762,41.046,37.835,41.021,1140584,0
2008-01-24,40.767,42.056,40.759,41.641,738208,0
2008-01-25,42.855,42.855,41.073,41.318,541833,0
2008-01-28,40.699,42.031,40.384,41.914,615679,0
2008-01-29,42.347,42.406,41.743,42.21,269372,0
2008-01-30,41.828,43.177,41.479,41.914,503209,0
2008-01-31,41.046,42.992,40.8,42.695,729167,0
2008-02-01,42.61,43.816,42.61,43.691,699625,0
2008-02-04,44.004,44.155,43.543,43.772,257213,0
2008-02-05,43.305,43.305,41.378,41.417,530064,0
2008-02-06,41.708,42.228,40.955,41.003,516498,0
2008-02-07,40.853,42.056,40.426,41.649,474299,0
2008-02-08,41.427,41.914,41.181,41.665,566164,0
2008-02-11,41.665,42.406,41.189,42.406,519744,0
2008-02-12,42.568,43.672,42.465,42.831,355115,0
2008-02-13,43.451,43.764,42.863,43.619,295148,0
2008-02-14,44.148,44.155,43.169,43.246,491125,0
2008-02-15,43.255,43.51,42.765,43.51,237878,0
2008-02-19,44.209,44.853,43.919,44.107,503579,0
2008-02-20,43.536,44.649,43.272,44.591,962715,0
2008-02-21,44.818,45.174,43.944,44.072,832949,0
2008-02-22,44.497,44.676,43.568,44.676,898803,0
2008-02-25,44.641,45.322,44.155,45.261,1086426,0
2008-02-26,45.022,46.113,44.784,45.993,795510,0
2008-02-27,45.856,46.773,45.737,46.542,731237,0
2008-02-28,46.348,46.519,45.948,46.152,950655,0
2008-02-29,45.694,45.694,44.026,44.369,335753,0
2008-03-03,43.849,44.54,43.654,44.404,610432,0
2008-03-04,44.026,44.098,42.593,43.425,716912,0
2008-03-05,43.612,44.582,43.612,44.292,855923,0
2008-03-06,44.369,44.369,42.863,42.881,694914,0
2008-03-07,42.465,43.177,41.921,42.271,1357281,0
2008-03-10,42.347,42.577,41.064,41.291,521482,0
2008-03-11,43.071,43.706,42.023,43.706,1255799,0
2008-03-12,43.433,43.807,42.926,43.001,454405,0
2008-03-13,41.854,42.872,41.189,42.695,849646,0
2008-03-14,42.73,42.73,40.707,41.224,1076931,0
2008-03-17,39.66,40.547,39.135,39.959,1005101,0
2008-03-18,40.767,41.914,40.767,41.914,720116,0
2008-03-19,41.089,41.751,39.229,39.304,578144,0
2008-03-20,39.347,39.916,38.295,39.576,508865,0
2008-03-24,40.105,41.273,40.105,40.808,692963,0
2008-03-25,41.409,41.954,41.096,41.759,644824,0
2008-03-26,41.862,41.906,41.104,41.632,524263,0
2008-03-27,41.845,41.982,41.266,41.344,323333,0
2008-03-28,41.641,41.665,41.055,41.148,480026,0
2008-03-31,41.003,41.445,40.972,41.309,308843,0
2008-04-01,41.759,43.027,41.708,43.027,354585,0
2008-04-02,43.082,43.484,42.712,43.169,371857,0
2008-04-03,43.071,44.089,42.992,43.825,637782,0
2008-04-04,43.764,44.209,43.459,43.807,475943,0
2008-04-07,44.437,44.836,43.935,44.131,321170,0
2008-04-08,43.733,44.248,43.586,44.045,327593,0
2008-04-09,43.927,44.148,43.236,43.459,255335,0
2008-04-10,43.672,44.019,43.155,43.919,362767,0
2008-04-11,43.51,43.715,43.018,43.169,372708,0
2008-04-14,42.951,43.527,42.619,43.236,395645,0
2008-04-15,43.561,43.911,43.451,43.911,250390,0
2008-04-16,44.488,45.067,44.463,45.031,370404,0
2008-04-17,44.759,45.183,44.624,45.126,337454,0
2008-04-18,45.43,45.78,45.208,45.539,405167,0
2008-04-21,45.516,46.179,45.414,46.12,335513,0
2008-04-22,46.12,46.195,45.447,45.643,380273,0
2008-04-23,46.195,46.34,45.789,46.272,482739,0
2008-04-24,46.171,46.171,45.166,45.721,1006156,0
2008-04-25,46.535,46.535,45.067,45.599,336381,0
2008-04-28,46.025,46.025,45.539,45.539,356704,0
2008-04-29,45.516,45.548,44.667,44.784,259707,0
2008-04-30,45.174,46.399,45.099,46.043,751316,0
2008-05-01,46.179,46.729,45.829,46.542,815107,0
2008-05-02,47.429,47.521,46.841,47.121,403177,0
2008-05-05,47.129,47.368,46.866,47.18,296942,0
2008-05-06,47.539,47.853,47.029,47.844,422041,0
2008-05-07,47.802,47.802,46.152,46.238,436083,0
2008-05-08,46.857,46.857,46.179,46.493,559109,0
2008-05-09,46.22,46.425,45.838,46.255,655495,0
2008-05-12,46.603,46.926,46.025,46.926,375038,0
2008-05-13,47.384,47.384,46.866,47.223,346392,0
2008-05-14,47.392,47.776,47.086,47.172,435675,0
2008-05-15,47.505,48.218,47.368,48.218,292415,0
2008-05-16,48.404,48.941,48.294,48.941,724568,0
2008-05-19,49.11,49.729,48.941,49.118,333574,0
2008-05-20,48.676,48.676,48.065,48.676,643743,0
2008-05-21,49.153,49.272,48.114,48.201,1544855,0
2008-05-22,48.475,48.498,47.811,48.361,1196716,0
2008-05-23,48.122,48.122,47.086,47.429,734733,0
2008-05-27,47.129,47.301,46.542,46.983,619628,0
2008-05-28,47.19,47.759,46.687,47.749,1020785,0
2008-05-29,47.819,48.13,47.392,47.573,1135911,0
2008-05-30,47.981,48.21,47.749,47.911,589848,0
2008-06-02,47.853,47.895,47.257,47.605,683328,0
2008-06-03,47.292,47.42,46.113,46.441,885325,0
2008-06-04,46.171,46.299,45.625,45.744,781342,0
2008-06-05,46.113,47.375,46.067,47.375,536311,0
2008-06-06,47.078,47.392,45.856,45.915,638561,0
2008-06-09,45.906,46.086,45.201,45.702,471803,0
2008-06-10,44.853,45.244,44.14,44.404,792912,0
2008-06-11,44.225,44.591,43.654,43.715,837005,0
2008-06-12,43.954,44.563,43.892,44.072,515873,0
2008-06-13,44.182,44.699,43.954,44.471,329087,0
2008-06-16,44.547,44.912,44.437,44.676,362365,0
2008-06-17,45.465,45.489,45.067,45.109,490587,0
2008-06-18,45.013,45.031,44.225,44.658,957774,0
2008-06-19,44.573,44.759,44.284,44.563,543139,0
2008-06-20,44.429,44.429,42.831,42.831,377666,0
2008-06-23,42.975,43.236,42.841,43.082,250372,0
2008-06-24,42.627,43.519,42.552,43.036,489373,0
2008-06-25,43.1,44.513,42.636,44.122,920941,0
2008-06-26,43.561,43.561,42.68,42.816,969321,0
2008-06-27,42.636,43.246,42.593,43.008,600119,0
2008-06-30,43.34,43.733,43.313,43.442,639428,0
2008-07-01,42.473,43.044,42.119,42.89,810997,0
2008-07-02,42.757,43.357,41.479,41.479,854846,0
2008-07-03,41.734,41.751,40.8,41.266,468865,0
2008-07-07,41.368,42.041,40.733,41.073,679979,0
2008-07-08,40.648,41.089,40.027,41.046,1116549,0
2008-07-09,41.174,41.555,40.274,40.291,434121,0
2008-07-10,40.393,41.181,40.146,41.132,407961,0
2008-07-11,40.817,41.318,40.291,40.834,590987,0
2008-07-14,41.206,41.471,40.699,40.853,242416,0
2008-07-15,40.129,40.8,39.448,40.137,559208,0
2008-07-16,40.137,41.003,39.814,40.981,3659850,0
2008-07-17,40.808,41.394,40.366,40.674,1400381,0
2008-07-18,40.539,40.996,40.358,40.631,1043344,0
2008-07-21,40.853,41.387,40.853,41.215,413222,0
2008-07-22,40.903,41.096,40.613,41.096,829908,0
2008-07-23,41.3,41.401,40.912,41.003,658766,0
2008-07-24,41.487,41.487,39.363,39.398,1435837,0
2008-07-25,39.084,39.66,39.084,39.542,502659,0
2008-07-28,39.279,39.865,39.076,39.076,661713,0
2008-07-29,39.414,39.883,39.203,39.883,327801,0
2008-07-30,40.417,40.972,40.317,40.972,746452,0
2008-07-31,40.631,40.785,40.232,40.291,814407,0
2008-08-01,40.264,40.375,39.576,39.762,713362,0
2008-08-04,39.313,39.339,38.327,38.463,554219,0
2008-08-05,38.642,39.135,38.295,39.117,588436,0
2008-08-06,39.135,40.001,39.135,39.907,478725,0
2008-08-07,39.457,39.576,38.931,38.998,444583,0
2008-08-08,38.567,39.084,38.463,38.981,615046,0
2008-08-11,38.677,38.949,38.115,38.243,719385,0
2008-08-12,37.876,38.039,37.47,37.606,641336,0
2008-08-13,37.353,38.182,37.165,37.987,492466,0
2008-08-14,38.132,38.677,38.071,38.423,311670,0
2008-08-15,38.192,38.2,37.654,37.758,303466,0
2008-08-18,38.005,38.063,36.969,37.062,348224,0
2008-08-19,36.525,37.205,36.435,37.165,532029,0
2008-08-20,37.758,38.295,37.75,38.243,595968,0
2008-08-21,38.25,38.524,38.089,38.405,397113,0
2008-08-22,38.437,38.608,38.005,38.2,232142,0
2008-08-25,38.149,38.149,37.394,37.418,521649,0
2008-08-26,37.427,37.723,37.37,37.506,185733,0
2008-08-27,37.197,38.59,37.197,38.49,213661,0
2008-08-28,38.396,38.709,38.2,38.454,307008,0
2008-08-29,38.378,38.813,37.987,38.813,173333,0
2008-09-02,37.418,37.545,36.671,36.875,445673,0
2008-09-03,36.525,36.857,35.897,36.119,412435,0
2008-09-04,35.88,35.956,34.521,34.715,562272,0
2008-09-05,34.443,35.014,33.902,34.597,1188107,0
2008-09-08,36.418,36.475,34.69,35.073,635995,0
2008-09-09,34.494,34.579,32.897,32.897,582115,0
2008-09-10,33.126,33.866,32.761,33.349,866588,0
2008-09-11,32.515,33.605,32.244,33.561,750020,0
2008-09-12,33.519,34.69,33.34,34.555,425647,0
2008-09-15,32.695,33.39,31.933,31.933,702785,0
2008-09-16,30.612,32.576,30.17,32.439,898522,0
2008-09-17,31.487,31.735,30.137,30.281,1311799,0
2008-09-18,30.511,32.743,29.973,32.313,1657358,0
2008-09-19,36.246,36.246,33.978,35.073,673061,0
2008-09-22,33.844,35.363,33.844,34.047,351021,0
2008-09-23,33.952,34.172,32.422,32.701,915019,0
2008-09-24,32.361,33.231,32.361,32.948,415161,0
2008-09-25,32.743,34.503,32.743,33.926,323511,0
2008-09-26,32.993,33.46,32.907,33.424,180513,0
2008-09-29,32.779,32.779,28.614,29.397,556908,0
2008-09-30,29.686,32.05,29.686,31.981,255214,0
2008-10-01,31.333,31.999,30.832,31.75,303822,0
2008-10-02,31.113,31.113,29.031,29.253,497627,0
2008-10-03,29.526,30.57,28.403,28.429,649874,0
2008-10-06,26.185,26.509,24.394,26.312,1238452,0
2008-10-07,26.331,26.985,24.401,24.401,704688,0
2008-10-08,22.925,25.091,22.098,24.239,623826,0
2008-10-09,24.725,25.472,22.507,22.932,370249,0
2008-10-10,21.444,23.79,20.579,22.201,923710,0
2008-10-13,25.692,27.757,24.335,27.757,643591,0
2008-10-14,28.863,28.871,25.794,26.5,567748,0
2008-10-15,25.412,25.412,22.287,22.287,383604,0
2008-10-16,22.421,23.331,21.234,23.076,732451,0
2008-10-17,22.482,24.749,22.152,23.17,906601,0
2008-10-20,24.419,24.895,23.289,24.895,398499,0
2008-10-21,23.698,24.121,23.033,23.084,330425,0
2008-10-22,22.676,22.676,19.976,20.546,591160,0
2008-10-23,20.383,21.352,19.507,20.698,1281872,0
2008-10-24,17.936,19.399,17.784,18.829,575588,0
2008-10-27,18.261,19.109,18.048,18.148,603016,0
2008-10-28,19.109,21.038,18.599,21.038,919214,0
2008-10-29,20.818,22.133,20.298,21.274,782906,0
2008-10-30,22.337,23.442,22.337,23.434,1090602,0
2008-10-31,23.425,23.603,22.566,23.222,789147,0
2008-11-03,23.45,23.577,23.153,23.501,743863,0
2008-11-04,24.165,25.43,24.156,25.378,1245883,0
2008-11-05,24.717,24.717,22.771,22.889,1406173,0
2008-11-06,22.507,22.575,21.113,21.265,1261027,0
2008-11-07,22.152,22.975,22.074,22.957,695255,0
2008-11-10,23.984,23.993,22.694,23.214,579504,0
2008-11-11,22.405,22.747,21.692,21.743,567475,0
2008-11-12,21.429,21.638,20.391,20.493,554506,0
2008-11-13,20.851,22.797,19.661,22.771,1132106,0
2008-11-14,23.129,23.129,20.987,21.023,496234,0
2008-11-17,20.808,21.52,20.57,20.776,301644,0
2008-11-18,20.512,20.799,19.645,20.262,466543,0
2008-11-19,19.874,20.18,18.701,18.719,285886,0
2008-11-20,18.515,18.787,17.35,17.818,574106,0
2008-11-21,18.701,19.464,17.945,19.464,794577,0
2008-11-24,19.516,20.935,19.425,20.451,914041,0
2008-11-25,20.978,20.987,19.933,20.316,794930,0
2008-11-26,20.316,22.065,20.316,22.057,381748,0
2008-11-28,21.512,21.93,21.429,21.93,112623,0
2008-12-01,20.67,20.835,19.669,19.719,424866,0
2008-12-02,20.262,20.63,19.933,20.63,249121,0
2008-12-03,20.254,21.138,19.805,21.138,248358,0
2008-12-04,20.391,20.851,19.719,20.044,200791,0
2008-12-05,19.744,20.903,19.432,20.86,264447,0
2008-12-08,21.657,22.575,21.657,22.261,313018,0
2008-12-09,22.507,22.729,21.786,22.175,534994,0
2008-12-10,22.889,23.595,22.889,23.492,237427,0
2008-12-11,23.373,24.205,22.932,23.11,210076,0
2008-12-12,22.429,23.272,22.236,23.23,412998,0
2008-12-15,23.483,23.483,22.685,22.984,230447,0
2008-12-16,23.298,24.81,23.255,24.717,368218,0
2008-12-17,24.239,24.606,24.139,24.362,322949,0
2008-12-18,24.512,24.512,23.34,23.501,203770,0
2008-12-19,23.698,23.874,23.23,23.331,342113,0
2008-12-22,23.153,23.163,22.124,22.124,187270,0
2008-12-23,22.287,22.612,22.006,22.106,397782,0
2008-12-24,22.244,22.244,22.029,22.175,210080,0
2008-12-26,22.252,22.364,22.015,22.328,161338,0
2008-12-29,21.963,22.594,21.963,22.328,240099,0
2008-12-30,22.167,22.932,22.167,22.881,204935,0
2008-12-31,22.864,23.392,22.747,23.196,296416,0
2009-01-02,23.636,24.521,23.355,24.419,192541,0
2009-01-05,24.386,25.183,24.3,24.919,295395,0
2009-01-06,25.438,25.737,25.14,25.641,305815,0
2009-01-07,25.183,25.183,23.866,23.866,585942,0
2009-01-08,23.603,24.079,23.408,24.079,161159,0
2009-01-09,23.874,23.953,23.264,23.603,217646,0
2009-01-12,23.434,23.434,22.328,22.447,294264,0
2009-01-13,22.184,22.932,22.184,22.668,166740,0
2009-01-14,22.457,22.457,21.444,21.616,115036,0
2009-01-15,21.692,22.142,20.868,21.98,325793,0
2009-01-16,22.5,22.558,21.573,22.27,279741,0
2009-01-20,21.902,21.902,20.64,20.64,340590,0
2009-01-21,21.234,21.811,20.723,21.811,236929,0
2009-01-22,21.241,21.504,20.689,21.189,386136,0
2009-01-23,20.579,21.657,20.503,21.429,498328,0
2009-01-26,21.573,22.106,21.419,21.573,454500,0
2009-01-27,21.853,22.074,21.701,21.853,359544,0
2009-01-28,22.465,23.11,22.465,22.975,285861,0
2009-01-29,23.239,23.239,22.038,22.083,297177,0
2009-01-30,22.244,22.516,21.811,21.938,1234543,0
2009-02-02,21.444,21.955,21.394,21.733,507392,0
2009-02-03,21.921,22.405,21.733,22.252,720440,0
2009-02-04,22.566,23.076,22.413,22.566,261337,0
2009-02-05,22.261,23.255,22.236,23.12,319197,0
